datetime,count,mean,std,min,25%,50%,75%,max
2022-10-02 00:00:00,0.0,,,,,,,
2022-10-03 00:00:00,0.0,,,,,,,
2022-10-04 00:00:00,0.0,,,,,,,
2022-10-05 00:00:00,0.0,,,,,,,
2022-10-06 00:00:00,0.0,,,,,,,
2022-10-07 00:00:00,0.0,,,,,,,
2022-10-08 00:00:00,0.0,,,,,,,
2022-10-09 00:00:00,0.0,,,,,,,
2022-10-10 00:00:00,0.0,,,,,,,
2022-10-11 00:00:00,0.0,,,,,,,
2022-10-12 00:00:00,0.0,,,,,,,
2022-10-13 00:00:00,0.0,,,,,,,
2022-10-14 00:00:00,0.0,,,,,,,
2022-10-15 00:00:00,0.0,,,,,,,
2022-10-16 00:00:00,0.0,,,,,,,
2022-10-17 00:00:00,0.0,,,,,,,
2022-10-18 00:00:00,0.0,,,,,,,
2022-10-19 00:00:00,0.0,,,,,,,
2022-10-20 00:00:00,0.0,,,,,,,
2022-10-21 00:00:00,0.0,,,,,,,
2022-10-22 00:00:00,0.0,,,,,,,
2022-10-23 00:00:00,0.0,,,,,,,
2022-10-24 00:00:00,0.0,,,,,,,
2022-10-25 00:00:00,0.0,,,,,,,
2022-10-26 00:00:00,0.0,,,,,,,
2022-10-27 00:00:00,0.0,,,,,,,
2022-10-28 00:00:00,0.0,,,,,,,
2022-10-29 00:00:00,0.0,,,,,,,
2022-10-30 00:00:00,0.0,,,,,,,
2022-10-31 00:00:00,18.0,3783.8333333333335,490.9676220305704,2800.0,3722.5,4000.0,4000.0,4500.0
2022-11-01 00:00:00,0.0,,,,,,,
2022-11-02 00:00:00,26.0,3378.8076923076924,738.4920863072682,2480.0,2480.0,3815.0,4000.0,4500.0
2022-11-03 00:00:00,24.0,3453.708333333333,718.8127578146492,2480.0,2682.5,4000.0,4000.0,4500.0
2022-11-04 00:00:00,22.0,3542.2272727272725,683.663515942092,2480.0,2812.5,4000.0,4000.0,4500.0
2022-11-05 00:00:00,18.0,3222.722222222222,503.4614075466847,2750.0,3000.0,3000.0,3150.0,4500.0
2022-11-06 00:00:00,18.0,3222.722222222222,503.4614075466847,2750.0,3000.0,3000.0,3150.0,4500.0
2022-11-07 00:00:00,21.0,3129.9523809523807,512.6841597114618,2680.0,2750.0,3000.0,3000.0,4500.0
2022-11-08 00:00:00,27.0,3019.5925925925926,498.96726108566247,2400.0,2680.0,3000.0,3000.0,4500.0
2022-11-09 00:00:00,20.0,3113.45,556.5080483647445,2400.0,2920.0,3000.0,3050.0,4500.0
2022-11-10 00:00:00,21.0,3092.809523809524,550.6021811660047,2400.0,2680.0,3000.0,3000.0,4500.0
2022-11-11 00:00:00,19.0,3084.684210526316,558.2454709605382,2400.0,2825.0,3000.0,3000.0,4500.0
2022-11-12 00:00:00,21.0,3046.1428571428573,543.4072400800605,2400.0,2680.0,3000.0,3000.0,4500.0
2022-11-13 00:00:00,21.0,3030.904761904762,549.221440291792,2400.0,2680.0,3000.0,3000.0,4500.0
