datetime,count,mean,std,min,25%,50%,75%,max
2022-08-08 00:00:00,0.0,,,,,,,
2022-08-09 00:00:00,0.0,,,,,,,
2022-08-10 00:00:00,0.0,,,,,,,
2022-08-11 00:00:00,0.0,,,,,,,
2022-08-12 00:00:00,0.0,,,,,,,
2022-08-13 00:00:00,0.0,,,,,,,
2022-08-14 00:00:00,0.0,,,,,,,
2022-08-15 00:00:00,0.0,,,,,,,
2022-08-16 00:00:00,0.0,,,,,,,
2022-08-17 00:00:00,0.0,,,,,,,
2022-08-18 00:00:00,0.0,,,,,,,
2022-08-19 00:00:00,0.0,,,,,,,
2022-08-20 00:00:00,0.0,,,,,,,
2022-08-21 00:00:00,0.0,,,,,,,
2022-08-22 00:00:00,0.0,,,,,,,
2022-08-23 00:00:00,0.0,,,,,,,
2022-08-24 00:00:00,0.0,,,,,,,
2022-08-25 00:00:00,0.0,,,,,,,
2022-08-26 00:00:00,0.0,,,,,,,
2022-08-27 00:00:00,0.0,,,,,,,
2022-08-28 00:00:00,0.0,,,,,,,
2022-08-29 00:00:00,0.0,,,,,,,
2022-08-30 00:00:00,0.0,,,,,,,
2022-08-31 00:00:00,0.0,,,,,,,
2022-09-01 00:00:00,0.0,,,,,,,
2022-09-02 00:00:00,168.0,335.85714285714283,362.582326570792,100.0,280.0,280.0,480.0,4704.0
2022-09-03 00:00:00,1009.0,270.1536174430129,229.91972199185057,120.0,220.0,220.0,320.0,3654.0
2022-09-04 00:00:00,1220.0,231.6762295081967,211.7379916810599,120.0,180.0,180.0,280.0,3600.0
2022-09-05 00:00:00,1323.0,238.19727891156464,218.36853384480108,80.0,180.0,180.0,280.0,3600.0
2022-09-06 00:00:00,1250.0,244.8184,239.0872685841704,80.0,180.0,180.0,280.0,3600.0
2022-09-07 00:00:00,1210.0,241.50495867768595,224.36780860970424,80.0,180.0,180.0,280.0,3600.0
2022-09-08 00:00:00,1212.0,244.39026402640263,221.4933036719709,80.0,180.0,180.0,280.0,3600.0
2022-09-09 00:00:00,1188.0,243.56649831649835,223.8169491912261,80.0,180.0,180.0,280.0,3600.0
2022-09-10 00:00:00,1178.0,245.24957555178267,223.63909325351764,80.0,180.0,180.0,280.0,3600.0
2022-09-11 00:00:00,1120.0,246.7991071428572,229.40126404530287,80.0,180.0,200.0,280.0,3600.0
2022-09-12 00:00:00,1127.0,253.3886424134872,235.926814100402,80.0,180.0,200.0,280.0,3600.0
2022-09-13 00:00:00,1198.0,251.2779632721202,229.48934346086145,80.0,180.0,190.0,280.0,3600.0
2022-09-14 00:00:00,1177.0,241.2990654205608,222.0111934286856,80.0,180.0,180.0,280.0,3600.0
2022-09-15 00:00:00,1081.0,242.563367252544,215.7276830853932,80.0,180.0,220.0,280.0,3600.0
2022-09-16 00:00:00,1028.0,247.90953307393,228.73322582109435,80.0,180.0,220.0,280.0,3600.0
2022-09-17 00:00:00,1125.0,234.544,212.93438138497208,80.0,180.0,180.0,280.0,3600.0
2022-09-18 00:00:00,1351.0,233.04367135455217,193.73723025710973,80.0,180.0,180.0,280.0,3600.0
2022-09-19 00:00:00,1326.0,237.57315233785823,192.91804967389595,80.0,180.0,180.0,280.0,3600.0
2022-09-20 00:00:00,1243.0,185.9308125502816,209.52566637784108,80.0,120.0,120.0,220.0,3600.0
2022-09-21 00:00:00,1152.0,193.23090277777777,216.8565500941406,80.0,120.0,220.0,220.0,3600.0
2022-09-22 00:00:00,1130.0,197.1769911504425,228.81161892400368,80.0,120.0,220.0,220.0,3600.0
2022-09-23 00:00:00,1063.0,180.0470366886171,211.20389299079807,100.0,120.0,180.0,180.0,3600.0
2022-09-24 00:00:00,1062.0,179.69679849340866,212.2502132720684,80.0,120.0,180.0,180.0,3600.0
2022-09-25 00:00:00,1032.0,183.54166666666663,217.84157701273665,80.0,120.0,180.0,180.0,3600.0
2022-09-26 00:00:00,1013.0,186.44126357354392,217.123036091438,80.0,120.0,180.0,180.0,3600.0
2022-09-27 00:00:00,983.0,189.74059003051883,219.98647165047177,80.0,120.0,180.0,180.0,3600.0
2022-09-28 00:00:00,950.0,188.43473684210525,222.87707171816737,80.0,120.0,180.0,180.0,3600.0
2022-09-29 00:00:00,950.0,189.1515789473684,221.1063001520893,80.0,120.0,180.0,180.0,3600.0
2022-09-30 00:00:00,936.0,193.2831196581197,230.0243557745759,80.0,120.0,180.0,180.0,3600.0
2022-10-01 00:00:00,887.0,196.9695603156708,231.86895034335217,80.0,120.0,180.0,180.0,3600.0
