datetime,count,mean,std,min,25%,50%,75%,max
2022-08-08 00:00:00,0.0,,,,,,,
2022-08-09 00:00:00,0.0,,,,,,,
2022-08-10 00:00:00,0.0,,,,,,,
2022-08-11 00:00:00,0.0,,,,,,,
2022-08-12 00:00:00,0.0,,,,,,,
2022-08-13 00:00:00,0.0,,,,,,,
2022-08-14 00:00:00,0.0,,,,,,,
2022-08-15 00:00:00,383.0,101.23237597911228,34.46708417404008,7.0,80.0,80.0,150.0,193.0
2022-08-16 00:00:00,379.0,102.76253298153034,33.34732357077891,50.0,80.0,80.0,150.0,210.0
2022-08-17 00:00:00,372.0,108.24193548387096,103.79297539197051,80.0,80.0,80.0,150.0,1999.0
2022-08-18 00:00:00,364.0,108.28296703296704,104.75967320761556,80.0,80.0,80.0,150.0,1998.0
2022-08-19 00:00:00,360.0,108.20833333333331,105.2744572580402,80.0,80.0,80.0,150.0,1998.0
2022-08-20 00:00:00,345.0,102.4840579710145,33.19323981673848,80.0,80.0,80.0,150.0,210.0
2022-08-21 00:00:00,345.0,102.4840579710145,33.19323981673848,80.0,80.0,80.0,150.0,210.0
2022-08-22 00:00:00,345.0,103.55652173913045,38.08196285439179,80.0,80.0,80.0,150.0,450.0
2022-08-23 00:00:00,339.0,82.28908554572271,22.67754863037874,80.0,80.0,80.0,80.0,450.0
2022-08-24 00:00:00,339.0,82.20058997050147,22.627571277081987,80.0,80.0,80.0,80.0,450.0
2022-08-25 00:00:00,344.0,82.1686046511628,22.46359029650925,80.0,80.0,80.0,80.0,450.0
2022-08-26 00:00:00,341.0,82.24633431085044,22.581832098724103,80.0,80.0,80.0,80.0,450.0
2022-08-27 00:00:00,339.0,82.25958702064896,22.64788065258636,80.0,80.0,80.0,80.0,450.0
2022-08-28 00:00:00,329.0,82.26139817629179,22.86902792606292,80.0,80.0,80.0,80.0,448.0
2022-08-29 00:00:00,325.0,82.35076923076923,23.028968090647005,80.0,80.0,80.0,80.0,448.0
2022-08-30 00:00:00,319.0,87.84639498432603,24.350782493221363,80.0,80.0,80.0,100.0,448.0
2022-08-31 00:00:00,324.0,88.21913580246914,24.728459767455487,80.0,80.0,80.0,100.0,448.0
2022-09-01 00:00:00,319.0,88.34796238244515,24.90045440314006,80.0,80.0,80.0,100.0,448.0
2022-09-02 00:00:00,315.0,88.42222222222222,25.05769422017893,80.0,80.0,80.0,100.0,448.0
2022-09-03 00:00:00,308.0,88.41883116883118,25.25898239168118,80.0,80.0,80.0,100.0,448.0
2022-09-04 00:00:00,302.0,88.51655629139073,25.464157418191075,80.0,80.0,80.0,100.0,448.0
2022-09-05 00:00:00,282.0,88.83687943262412,26.23860514950857,80.0,80.0,80.0,100.0,448.0
2022-09-06 00:00:00,276.0,89.02898550724638,26.49046264848348,80.0,80.0,80.0,100.0,448.0
2022-09-07 00:00:00,269.0,88.81040892193309,26.87639832217958,66.0,80.0,80.0,100.0,448.0
2022-09-08 00:00:00,262.0,88.43511450381679,27.37748025444679,50.0,80.0,80.0,100.0,448.0
2022-09-09 00:00:00,255.0,87.96862745098039,28.05841411126796,50.0,80.0,80.0,100.0,448.0
2022-09-10 00:00:00,249.0,88.16064257028113,28.36808565018807,50.0,80.0,80.0,100.0,448.0
2022-09-11 00:00:00,242.0,114.01652892561984,27.70142632188449,50.0,100.0,120.0,120.0,448.0
2022-09-12 00:00:00,230.0,114.1304347826087,28.29971275769805,50.0,100.0,120.0,120.0,448.0
2022-09-13 00:00:00,240.0,108.875,31.742969438705806,50.0,80.0,120.0,120.0,448.0
2022-09-14 00:00:00,229.0,109.97379912663756,31.88437463070354,50.0,80.0,120.0,120.0,448.0
2022-09-15 00:00:00,215.0,109.91627906976744,32.08593113413082,50.0,80.0,120.0,120.0,448.0
2022-09-16 00:00:00,215.0,107.81395348837208,32.555958879995494,50.0,80.0,120.0,120.0,448.0
2022-09-17 00:00:00,71.0,87.6056338028169,49.48837637646108,50.0,80.0,80.0,80.0,448.0
2022-09-18 00:00:00,195.0,109.08717948717948,32.78306687853446,50.0,80.0,120.0,120.0,448.0
2022-09-19 00:00:00,189.0,110.16931216931216,32.661593524285514,50.0,80.0,120.0,120.0,448.0
2022-09-20 00:00:00,205.0,130.93658536585366,203.20351258651704,50.0,120.0,120.0,120.0,3000.0
2022-09-21 00:00:00,193.0,131.61658031088083,209.43843102527333,50.0,120.0,120.0,120.0,3000.0
2022-09-22 00:00:00,203.0,129.86206896551724,204.323032653996,50.0,100.0,120.0,120.0,3000.0
