master_id,expansion,cn,card_type,sub_type,name,rarity,regulation,is_mirror
sld_001_020,SLD,001/020,ポケモン,悪,クロバットV,,D,False
sld_002_020,SLD,002/020,ポケモン,悪,ヤミカラス,,F,False
sld_003_020,SLD,003/020,ポケモン,悪,ドンカラス,,F,False
sld_004_020,SLD,004/020,ポケモン,悪,ヒスイハリーセン,,F,False
sld_005_020,SLD,005/020,ポケモン,悪,ヒスイハリーマン,,F,False
sld_006_020,SLD,006/020,ポケモン,悪,ハブネーク,,F,False
sld_007_020,SLD,007/020,ポケモン,悪,ダークライV,,F,False
sld_008_020,SLD,008/020,ポケモン,悪,ダークライVSTAR,,F,False
sld_009_020,SLD,009/020,ポケモン,悪,マーイーカ,,F,False
sld_010_020,SLD,010/020,ポケモン,悪,フーパ,,F,False
sld_011_020,SLD,011/020,トレーナーズ,グッズ,クイックボール,,D,False
sld_012_020,SLD,012/020,トレーナーズ,グッズ,ダークパッチ,,F,False
sld_013_020,SLD,013/020,トレーナーズ,グッズ,ハイパーボール,,F,False
sld_014_020,SLD,014/020,トレーナーズ,グッズ,ポケギア3.0,,D,False
sld_015_020,SLD,015/020,トレーナーズ,グッズ,ポケモンいれかえ,,F,False
sld_016_020,SLD,016/020,トレーナーズ,サポート,サナ,,E,False
sld_017_020,SLD,017/020,トレーナーズ,サポート,ジュン,,F,False
sld_018_020,SLD,018/020,トレーナーズ,サポート,シロナの覇気,,F,False
sld_019_020,SLD,019/020,トレーナーズ,サポート,博士の研究 ナナカマド博士,,F,False
sld_020_020,SLD,020/020,トレーナーズ,サポート,ボスの指令 アカギ,,F,False
sld_DAR,SLD,DAR,エネルギー,悪,基本悪エネルギー,,,False
